
2013-10-06 22:32:19,545 - root - INFO - BeRoads webserver listening on 8080
2013-10-06 22:32:20,446 - traffic loader - INFO - Fetching nl traffic ...
2013-10-06 22:32:20,452 - notification pusher - INFO - Notifying subscribers from channel nl
2013-10-06 22:32:20,452 - traffic loader - INFO - Fetching fr traffic ...
2013-10-06 22:32:20,456 - notification pusher - INFO - Notifying subscribers from channel fr
2013-10-06 22:32:20,456 - traffic loader - INFO - Fetching de traffic ...
2013-10-06 22:32:20,457 - notification pusher - INFO - Notifying subscribers from channel de
2013-10-06 22:32:20,457 - traffic loader - INFO - Fetching en traffic ...
2013-10-06 22:32:20,458 - notification pusher - INFO - Notifying subscribers from channel en
2013-10-06 22:32:21,346 - traffic loader - INFO - Fetching nl traffic ...
2013-10-06 22:32:21,349 - notification pusher - INFO - Notifying subscribers from channel nl
2013-10-06 22:32:21,350 - traffic loader - INFO - Fetching fr traffic ...
2013-10-06 22:32:21,353 - notification pusher - INFO - Notifying subscribers from channel fr
2013-10-06 22:32:21,354 - traffic loader - INFO - Fetching de traffic ...
2013-10-06 22:32:21,357 - notification pusher - INFO - Notifying subscribers from channel de
2013-10-06 22:32:21,358 - traffic loader - INFO - Fetching en traffic ...
2013-10-06 22:32:21,361 - notification pusher - INFO - Notifying subscribers from channel en
2013-10-06 22:32:22,246 - traffic loader - INFO - Fetching nl traffic ...
2013-10-06 22:32:22,250 - notification pusher - INFO - Notifying subscribers from channel nl
2013-10-06 22:32:22,251 - traffic loader - INFO - Fetching fr traffic ...
2013-10-06 22:32:22,255 - notification pusher - INFO - Notifying subscribers from channel fr
2013-10-06 22:32:22,255 - traffic loader - INFO - Fetching de traffic ...
2013-10-06 22:32:22,260 - notification pusher - INFO - Notifying subscribers from channel de
2013-10-06 22:32:22,261 - traffic loader - INFO - Fetching en traffic ...
2013-10-06 22:32:22,265 - notification pusher - INFO - Notifying subscribers from channel en
2013-10-06 22:32:23,146 - traffic loader - INFO - Fetching nl traffic ...
2013-10-06 22:32:23,147 - notification pusher - INFO - Notifying subscribers from channel nl
2013-10-06 22:32:23,147 - traffic loader - INFO - Fetching fr traffic ...
2013-10-06 22:32:23,149 - notification pusher - INFO - Notifying subscribers from channel fr
2013-10-06 22:32:23,149 - traffic loader - INFO - Fetching de traffic ...
2013-10-06 22:32:23,151 - notification pusher - INFO - Notifying subscribers from channel de
2013-10-06 22:32:23,151 - traffic loader - INFO - Fetching en traffic ...
2013-10-06 22:32:23,152 - notification pusher - INFO - Notifying subscribers from channel en
2013-10-06 22:32:24,046 - traffic loader - INFO - Fetching nl traffic ...
2013-10-06 22:32:24,050 - notification pusher - INFO - Notifying subscribers from channel nl
2013-10-06 22:32:24,050 - traffic loader - INFO - Fetching fr traffic ...
2013-10-06 22:32:24,054 - notification pusher - INFO - Notifying subscribers from channel fr
2013-10-06 22:32:24,054 - traffic loader - INFO - Fetching de traffic ...
2013-10-06 22:32:24,058 - notification pusher - INFO - Notifying subscribers from channel de
2013-10-06 22:32:24,059 - traffic loader - INFO - Fetching en traffic ...
2013-10-06 22:32:24,062 - notification pusher - INFO - Notifying subscribers from channel en
2013-10-06 22:32:24,946 - traffic loader - INFO - Fetching nl traffic ...
